Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID,duration,eventlog_violation,policy_violation,true_violation
Obtained,User_68,W_Validate application,Workflow,Workitem_1548669133,resume,2016-01-29 08:18:25.815000+00:00,Home improvement,New credit,Application_948316229,30000.0,,,,,,,,,0.21160611111111113,False,False,False
Created,User_1,W_Complete application,Workflow,Workitem_1488236679,schedule,2016-01-03 19:20:32.766000+00:00,"Other, see explanation",New credit,Application_1357431492,5000.0,,,,,,,,,1.6666666666666667e-06,False,False,False
statechange,User_71,A_Accepted,Application,ApplState_1232370656,complete,2016-01-06 15:29:53.221000+00:00,Existing loan takeover,New credit,Application_1998350808,21800.0,,,,,,,,,0.08979805555555556,False,False,False
Released,User_2,W_Call after offers,Workflow,Workitem_2128073845,suspend,2016-01-11 08:26:28.479000+00:00,"Other, see explanation",New credit,Application_1723028098,25000.0,,,,,,,,,265.9905822222222,True,True,True
statechange,User_37,A_Accepted,Application,ApplState_139628757,complete,2016-01-05 15:49:40.689000+00:00,Home improvement,New credit,Application_1268592022,10000.0,,,,,,,,,0.03965333333333334,False,False,False
Created,User_112,W_Validate application,Workflow,Workitem_238238528,schedule,2016-01-11 09:17:46.424000+00:00,Home improvement,New credit,Application_1547844908,40000.0,,,,,,,,,8.333333333333333e-07,False,False,False
Obtained,User_11,W_Complete application,Workflow,Workitem_473830906,resume,2016-01-04 17:11:19.347000+00:00,Home improvement,New credit,Application_2113276114,7500.0,,,,,,,,,0.2385636111111111,False,False,False
Deleted,User_100,W_Validate application,Workflow,Workitem_272661502,ate_abort,2016-01-08 13:49:38.947000+00:00,Car,Limit raise,Application_821425679,15000.0,,,,,,,,,4.722222222222222e-06,False,False,False
Deleted,User_1,W_Handle leads,Workflow,Workitem_1365216704,withdraw,2016-01-04 03:22:40.012000+00:00,Home improvement,New credit,Application_58755651,50000.0,,,,,,,,,2.222222222222222e-06,False,False,False
Released,User_16,W_Complete application,Workflow,Workitem_1609896086,suspend,2016-01-04 13:05:51.320000+00:00,Car,New credit,Application_2062932311,10000.0,,,,,,,,,5.755218611111111,False,False,False
statechange,User_8,O_Created,Offer,OfferState_1611227203,complete,2016-01-29 10:12:40.349000+00:00,Home improvement,New credit,Application_1250134245,5000.0,,,,,,,,Offer_1450683092,0.003028333333333333,False,False,False
Created,User_16,O_Create Offer,Offer,Offer_638693632,complete,2016-01-05 11:41:58.612000+00:00,Car,New credit,Application_1365381023,5000.0,5000.0,48.0,True,119.02,False,0.0,5000.0,,0.00034583333333333335,False,False,False
statechange,User_43,A_Accepted,Application,ApplState_2040972002,complete,2016-01-04 08:42:15.675000+00:00,Car,Limit raise,Application_1696031128,20000.0,,,,,,,,,0.04789722222222222,False,False,False
Released,User_3,W_Complete application,Workflow,Workitem_860959104,suspend,2016-01-05 13:14:33.826000+00:00,Home improvement,Limit raise,Application_1947668470,20000.0,,,,,,,,,0.23036638888888888,False,False,False
statechange,User_10,A_Accepted,Application,ApplState_1144717124,complete,2016-01-05 18:37:40.670000+00:00,Existing loan takeover,New credit,Application_1138826038,5000.0,,,,,,,,,0.06251166666666667,False,False,False
Created,User_4,O_Create Offer,Offer,Offer_1477041866,complete,2016-01-08 19:09:32.568000+00:00,Existing loan takeover,New credit,Application_1979402314,13250.0,273.0,60.0,True,282.96,False,0.0,15000.0,,0.0003697222222222222,False,False,False
Deleted,User_116,W_Call incomplete files,Workflow,Workitem_1348582078,ate_abort,2016-02-29 10:11:29.107000+00:00,Existing loan takeover,New credit,Application_1870161219,27400.0,,,,,,,,,4.444444444444444e-06,False,False,False
Created,User_16,O_Create Offer,Offer,Offer_1513905864,complete,2016-01-05 08:49:35.168000+00:00,Not speficied,New credit,Application_1101997724,10000.0,8000.0,45.0,False,200.0,True,0.0,8000.0,,0.0003569444444444444,False,False,False
Deleted,User_119,W_Call after offers,Workflow,Workitem_1217375301,ate_abort,2016-01-08 12:59:17.646000+00:00,"Other, see explanation",New credit,Application_1962860870,6000.0,,,,,,,,,2.222222222222222e-06,False,False,False
statechange,User_29,A_Incomplete,Application,ApplState_625224737,complete,2016-01-20 15:58:15.843000+00:00,Existing loan takeover,New credit,Application_93597308,50000.0,,,,,,,,,0.006770277777777778,False,False,False
Created,User_1,W_Complete application,Workflow,Workitem_1780206130,schedule,2016-01-03 15:36:36.114000+00:00,Car,New credit,Application_430902047,5000.0,,,,,,,,,1.9444444444444444e-06,False,False,False
statechange,User_2,A_Concept,Application,ApplState_1253157741,complete,2016-01-04 08:51:28.479000+00:00,Remaining debt home,New credit,Application_1886382319,11000.0,,,,,,,,,0.028328333333333334,False,False,False
Deleted,User_117,W_Call after offers,Workflow,Workitem_942224444,ate_abort,2016-01-15 12:21:57.316000+00:00,Not speficied,New credit,Application_1101997724,10000.0,,,,,,,,,1.6666666666666667e-06,False,False,False
statechange,User_117,O_Returned,Offer,OfferState_1911950249,complete,2016-01-08 10:43:56.982000+00:00,Car,Limit raise,Application_2055987002,15000.0,,,,,,,,Offer_213718197,0.15623416666666667,False,False,False
Obtained,User_5,W_Complete application,Workflow,Workitem_815329564,start,2016-01-04 16:19:59.996000+00:00,Business goal,New credit,Application_212010049,18500.0,,,,,,,,,5.555555555555555e-07,False,False,False
Deleted,User_37,W_Complete application,Workflow,Workitem_399453062,complete,2016-01-05 19:59:14.331000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Deleted,User_127,W_Call after offers,Workflow,Workitem_604275176,ate_abort,2016-01-13 11:05:50.802000+00:00,"Other, see explanation",Limit raise,Application_1787371920,23500.0,,,,,,,,,1.6666666666666667e-06,False,False,False
Deleted,User_95,W_Validate application,Workflow,Workitem_227977172,complete,2016-01-20 14:33:45.209000+00:00,Home improvement,New credit,Application_1004303396,15000.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Obtained,User_3,W_Call after offers,Workflow,Workitem_908288612,start,2016-01-05 14:42:25.559000+00:00,Car,New credit,Application_369105792,5000.0,,,,,,,,,5.555555555555555e-07,False,False,False
Created,User_1,A_Create Application,Application,Application_930742634,complete,2016-01-03 18:44:02.905000+00:00,Home improvement,New credit,Application_930742634,10000.0,,,,,,,,,9.999999999999999e-06,False,False,False
Created,User_1,A_Create Application,Application,Application_952532843,complete,2016-01-04 08:28:43.832000+00:00,Car,New credit,Application_952532843,9000.0,,,,,,,,,1.3333333333333333e-05,False,False,False
statechange,User_29,O_Cancelled,Offer,OfferState_1691586191,complete,2016-02-17 15:49:47.323000+00:00,Car,New credit,Application_1825972191,15000.0,,,,,,,,Offer_717881165,3.055555555555555e-06,False,False,False
statechange,User_95,A_Pending,Application,ApplState_1355433057,complete,2016-01-13 12:28:00.517000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,1.388888888888889e-06,False,False,False
Released,User_20,W_Call after offers,Workflow,Workitem_1322394325,suspend,2016-01-08 08:37:26.746000+00:00,"Other, see explanation",Limit raise,Application_842511489,15000.0,,,,,,,,,0.25951166666666664,False,False,False
statechange,User_95,A_Incomplete,Application,ApplState_1997541193,complete,2016-01-13 09:57:06.600000+00:00,Existing loan takeover,New credit,Application_223366470,5000.0,,,,,,,,,0.0023105555555555553,False,False,False
Created,User_116,W_Validate application,Workflow,Workitem_2038366653,schedule,2016-01-14 09:36:01.198000+00:00,Car,New credit,Application_283012951,25000.0,,,,,,,,,8.333333333333333e-07,False,False,False
Created,User_15,W_Call after offers,Workflow,Workitem_1230210776,schedule,2016-01-04 14:50:41.254000+00:00,Existing loan takeover,New credit,Application_93597308,50000.0,,,,,,,,,8.333333333333333e-07,False,False,False
statechange,User_112,A_Validating,Application,ApplState_802297083,complete,2016-01-11 09:17:47.323000+00:00,Home improvement,New credit,Application_1547844908,40000.0,,,,,,,,,0.03878416666666666,False,False,False
statechange,User_14,A_Complete,Application,ApplState_1844042735,complete,2016-01-05 18:38:00.637000+00:00,"Other, see explanation",New credit,Application_354702724,5000.0,,,,,,,,,0.07247444444444445,False,False,False
Released,User_47,W_Call incomplete files,Workflow,Workitem_1100101647,suspend,2016-02-03 09:20:56.383000+00:00,Car,New credit,Application_1405679737,5000.0,,,,,,,,,30.252134444444444,False,False,False
statechange,User_28,O_Sent (mail and online),Offer,OfferState_1571185412,complete,2016-01-04 08:43:45.635000+00:00,Car,New credit,Application_931862671,6000.0,,,,,,,,Offer_2004924770,1.8333333333333333e-05,False,False,False
Released,User_31,W_Handle leads,Workflow,Workitem_309841879,suspend,2016-01-04 14:17:58.932000+00:00,"Other, see explanation",New credit,Application_60181210,20000.0,,,,,,,,,0.056799166666666664,False,False,False
Created,User_21,W_Call after offers,Workflow,Workitem_2041457287,schedule,2016-01-12 08:13:42.464000+00:00,Car,New credit,Application_1946236735,16000.0,,,,,,,,,1.6666666666666667e-06,False,False,False
Obtained,User_15,W_Call after offers,Workflow,Workitem_905857930,start,2016-01-04 14:50:41.257000+00:00,Existing loan takeover,New credit,Application_93597308,50000.0,,,,,,,,,1.388888888888889e-06,False,False,False
Created,User_3,W_Complete application,Workflow,Workitem_1106300933,schedule,2016-01-04 12:46:25.752000+00:00,Car,New credit,Application_1096831814,11800.0,,,,,,,,,5.555555555555555e-07,False,False,False
statechange,User_1,O_Cancelled,Offer,OfferState_1579444964,complete,2016-02-29 07:00:56.042000+00:00,Existing loan takeover,New credit,Application_1044911465,19500.0,,,,,,,,Offer_393832839,5.555555555555556e-06,False,False,False
statechange,User_22,O_Sent (mail and online),Offer,OfferState_1969167370,complete,2016-01-04 18:32:36.106000+00:00,Not speficied,New credit,Application_1845547664,9000.0,,,,,,,,Offer_236427577,1.0555555555555555e-05,False,False,False
statechange,User_1,A_Submitted,Application,ApplState_156896193,complete,2016-01-04 11:31:28.268000+00:00,Home improvement,New credit,Application_1315608886,15000.0,,,,,,,,,9.416666666666667e-05,False,False,False
statechange,User_16,O_Sent (mail and online),Offer,OfferState_347269019,complete,2016-01-04 09:18:35.535000+00:00,"Other, see explanation",Limit raise,Application_842511489,15000.0,,,,,,,,Offer_1647711220,6.666666666666667e-06,False,False,False
statechange,User_20,A_Cancelled,Application,ApplState_1599703315,complete,2016-02-01 19:18:40.251000+00:00,Car,New credit,Application_931862671,6000.0,,,,,,,,,9.722222222222223e-06,False,False,False
statechange,User_74,O_Sent (mail and online),Offer,OfferState_346345275,complete,2016-01-05 18:31:08.757000+00:00,Car,New credit,Application_1876456626,10750.0,,,,,,,,Offer_1742881111,4.444444444444444e-06,False,False,False
statechange,User_29,A_Pending,Application,ApplState_739040097,complete,2016-02-17 15:49:47.297000+00:00,Car,New credit,Application_1825972191,15000.0,,,,,,,,,2.4999999999999998e-06,False,False,False
Released,User_11,W_Call after offers,Workflow,Workitem_801829990,suspend,2016-01-06 09:27:31.463000+00:00,Existing loan takeover,New credit,Application_1085880569,13000.0,,,,,,,,,552.1364091666667,True,True,True
Created,User_19,W_Call after offers,Workflow,Workitem_1121095589,schedule,2016-01-04 16:02:45.339000+00:00,Unknown,New credit,Application_53530491,0.0,,,,,,,,,1.388888888888889e-06,False,False,False
Created,User_1,W_Handle leads,Workflow,Workitem_614526052,schedule,2016-01-01 14:23:21.738000+00:00,Car,New credit,Application_1710223761,11000.0,,,,,,,,,0.025771944444444445,False,False,False
Obtained,User_16,W_Complete application,Workflow,Workitem_1969056954,resume,2016-01-04 09:12:56.667000+00:00,Home improvement,Limit raise,Application_980495316,42000.0,,,,,,,,,0.0010108333333333332,False,False,False
Released,User_3,W_Call after offers,Workflow,Workitem_1381149221,suspend,2016-01-25 08:54:09.762000+00:00,Car,New credit,Application_1746793196,5000.0,,,,,,,,,4.721879166666667,False,False,False
Obtained,User_28,W_Call after offers,Workflow,Workitem_17091733,start,2016-01-04 08:43:45.724000+00:00,Car,New credit,Application_931862671,6000.0,,,,,,,,,1.6666666666666667e-06,False,False,False
Released,User_112,W_Validate application,Workflow,Workitem_953484014,suspend,2016-01-14 09:22:04.058000+00:00,Home improvement,New credit,Application_1538441067,10500.0,,,,,,,,,24.007489722222225,True,True,True
Obtained,User_38,W_Complete application,Workflow,Workitem_1823890434,resume,2016-01-04 15:33:58.218000+00:00,Home improvement,New credit,Application_1947648225,22000.0,,,,,,,,,0.17587777777777777,False,False,False
Released,User_16,W_Complete application,Workflow,Workitem_1223645374,suspend,2016-01-04 10:20:54.325000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,,2.0819608333333335,False,False,False
Released,User_38,W_Call incomplete files,Workflow,Workitem_365774706,suspend,2016-01-19 11:17:26.943000+00:00,"Other, see explanation",New credit,Application_1339153511,12000.0,,,,,,,,,0.5819527777777779,False,False,False
Released,User_24,W_Call after offers,Workflow,Workitem_113042567,suspend,2016-01-05 08:27:35.651000+00:00,"Other, see explanation",Limit raise,Application_1044610848,50000.0,,,,,,,,,103.47459527777778,True,True,True
statechange,User_71,O_Sent (mail and online),Offer,OfferState_1854149713,complete,2016-01-11 16:05:13.815000+00:00,Home improvement,New credit,Application_1947648225,22000.0,,,,,,,,Offer_1334090954,3.888888888888889e-06,False,False,False
Obtained,User_41,W_Call incomplete files,Workflow,Workitem_2110431014,resume,2016-01-21 10:01:40.444000+00:00,Existing loan takeover,New credit,Application_93597308,50000.0,,,,,,,,,0.07860833333333334,False,False,False
Released,User_15,W_Call after offers,Workflow,Workitem_70972776,suspend,2016-01-08 08:58:33.210000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,,504.86734916666666,True,True,True
Created,User_10,W_Complete application,Workflow,Workitem_894270300,schedule,2016-01-04 14:40:06.927000+00:00,Home improvement,Limit raise,Application_1947668470,20000.0,,,,,,,,,1.111111111111111e-06,False,False,False
statechange,User_75,A_Pending,Application,ApplState_742986374,complete,2016-01-14 09:20:39.942000+00:00,Business goal,New credit,Application_212010049,18500.0,,,,,,,,,8.333333333333333e-07,False,False,False
statechange,User_14,A_Concept,Application,ApplState_238533065,complete,2016-01-04 07:18:25.698000+00:00,Home improvement,New credit,Application_593655901,5000.0,,,,,,,,,0.0008144444444444445,False,False,False
Created,User_1,W_Handle leads,Workflow,Workitem_42250079,schedule,2016-01-03 09:58:50.122000+00:00,Car,New credit,Application_505474597,6750.0,,,,,,,,,0.023141944444444448,False,False,False
statechange,User_116,A_Validating,Application,ApplState_1872432988,complete,2016-01-18 14:59:10.377000+00:00,"Other, see explanation",New credit,Application_60181210,20000.0,,,,,,,,,0.0013050000000000002,False,False,False
Deleted,User_37,W_Complete application,Workflow,Workitem_719555882,complete,2016-01-05 15:53:28.889000+00:00,Home improvement,New credit,Application_1268592022,10000.0,,,,,,,,,1.5277777777777777e-05,False,False,False
Obtained,User_95,W_Validate application,Workflow,Workitem_1032925848,resume,2016-01-22 10:12:44.338000+00:00,Home improvement,New credit,Application_1004303396,15000.0,,,,,,,,,0.12425722222222223,False,False,False
Created,User_4,O_Create Offer,Offer,Offer_915279720,complete,2016-01-05 16:57:39.906000+00:00,"Other, see explanation",New credit,Application_130460765,20000.0,0.0,126.0,True,250.0,True,972.0,25000.0,,0.00035555555555555557,False,False,False
statechange,User_13,A_Accepted,Application,ApplState_1140093374,complete,2016-01-04 13:19:00.080000+00:00,Existing loan takeover,New credit,Application_396349881,15000.0,,,,,,,,,0.098985,False,False,False
statechange,User_5,A_Concept,Application,ApplState_1137414064,complete,2016-01-04 16:19:59.998000+00:00,Business goal,New credit,Application_212010049,18500.0,,,,,,,,,0.07518361111111112,False,False,False
statechange,User_37,O_Created,Offer,OfferState_1626400195,complete,2016-01-05 19:24:54.637000+00:00,Home improvement,New credit,Application_663648942,15000.0,,,,,,,,Offer_2089640789,0.10212333333333333,False,False,False
Obtained,User_31,W_Call after offers,Workflow,Workitem_1503387804,start,2016-01-04 15:53:48.373000+00:00,"Other, see explanation",New credit,Application_1529124572,5000.0,,,,,,,,,1.111111111111111e-06,False,False,False
Deleted,User_16,W_Complete application,Workflow,Workitem_238165679,ate_abort,2016-01-05 11:42:38.509000+00:00,Car,New credit,Application_1365381023,5000.0,,,,,,,,,1.6666666666666667e-06,False,False,False
statechange,User_119,O_Accepted,Offer,OfferState_1751078477,complete,2016-01-22 07:55:33.081000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,Offer_866744603,1.388888888888889e-06,False,False,False
statechange,User_17,O_Sent (mail and online),Offer,OfferState_16123997,complete,2016-01-02 09:59:50.268000+00:00,Car,New credit,Application_1120819670,6850.0,,,,,,,,Offer_1365106765,6.11111111111111e-06,False,False,False
Released,User_87,W_Validate application,Workflow,Workitem_1534276510,suspend,2016-01-14 06:55:50.977000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,,0.002194722222222222,False,False,False
statechange,User_5,O_Created,Offer,OfferState_1453684875,complete,2016-01-06 15:03:26.788000+00:00,Remaining debt home,New credit,Application_1981969728,40000.0,,,,,,,,Offer_2000916147,0.020483055555555556,False,False,False
Released,User_95,W_Call incomplete files,Workflow,Workitem_1816171619,suspend,2016-01-13 12:18:52.817000+00:00,Car,New credit,Application_1876456626,10750.0,,,,,,,,,2.3932683333333333,False,False,False
Created,User_114,W_Validate application,Workflow,Workitem_125847304,schedule,2016-02-11 09:56:41.348000+00:00,Car,New credit,Application_1405679737,5000.0,,,,,,,,,8.333333333333333e-07,False,False,False
statechange,User_17,A_Concept,Application,ApplState_2020411868,complete,2016-01-02 09:46:40.277000+00:00,Home improvement,New credit,Application_1197857445,6000.0,,,,,,,,,0.0016372222222222222,False,False,False
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_672689151,resume,2016-03-01 08:45:16.415000+00:00,Car,New credit,Application_1405679737,5000.0,,,,,,,,,0.11182694444444444,False,False,False
statechange,User_117,A_Validating,Application,ApplState_752879093,complete,2016-01-13 13:10:55.973000+00:00,Existing loan takeover,New credit,Application_652823628,20000.0,,,,,,,,,0.00211,False,False,False
statechange,User_127,O_Returned,Offer,OfferState_563482257,complete,2016-01-13 12:29:10.163000+00:00,Car,New credit,Application_505474597,6750.0,,,,,,,,Offer_253054789,0.0803163888888889,False,False,False
Deleted,User_71,W_Complete application,Workflow,Workitem_988168954,complete,2016-01-06 15:53:34.435000+00:00,Existing loan takeover,New credit,Application_1998350808,21800.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Deleted,User_113,W_Validate application,Workflow,Workitem_393887891,ate_abort,2016-01-13 13:57:14.664000+00:00,Car,New credit,Application_2062932311,10000.0,,,,,,,,,0.0011731944444444446,False,False,False
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_945895974,resume,2016-02-09 08:00:16.987000+00:00,Car,New credit,Application_1624825294,5000.0,,,,,,,,,0.02450222222222222,False,False,False
Obtained,User_37,W_Call after offers,Workflow,Workitem_972636063,start,2016-01-05 19:59:14.340000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,,8.333333333333333e-07,False,False,False
Obtained,User_16,W_Complete application,Workflow,Workitem_1863839688,resume,2016-01-04 11:56:45.009000+00:00,Home improvement,New credit,Application_1947648225,22000.0,,,,,,,,,0.0585175,False,False,False
statechange,User_100,A_Incomplete,Application,ApplState_1624252832,complete,2016-01-12 12:59:27.700000+00:00,Home improvement,New credit,Application_1308403282,18000.0,,,,,,,,,0.03277777777777778,False,False,False
Released,User_119,W_Validate application,Workflow,Workitem_1489409911,suspend,2016-03-01 11:19:56.252000+00:00,Car,New credit,Application_807916303,12000.0,,,,,,,,,0.7703302777777777,False,False,False
Obtained,User_30,W_Validate application,Workflow,Workitem_1831092654,resume,2016-01-07 11:33:33.833000+00:00,Home improvement,Limit raise,Application_1674281629,30000.0,,,,,,,,,0.005878611111111111,False,False,False
statechange,User_75,A_Pending,Application,ApplState_397346249,complete,2016-01-21 12:08:40.884000+00:00,"Other, see explanation",Limit raise,Application_1044610848,50000.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Released,User_29,W_Validate application,Workflow,Workitem_577687483,suspend,2016-01-11 11:21:50.400000+00:00,"Other, see explanation",Limit raise,Application_1301925609,35000.0,,,,,,,,,0.0258,False,False,False
Obtained,User_15,W_Complete application,Workflow,Workitem_97216779,resume,2016-01-04 09:13:43.425000+00:00,Home improvement,Limit raise,Application_1474017032,15000.0,,,,,,,,,0.042446111111111115,False,False,False
statechange,User_38,O_Sent (mail and online),Offer,OfferState_1974267175,complete,2016-01-04 13:54:34.236000+00:00,Home improvement,New credit,Application_665878125,18000.0,,,,,,,,Offer_213731049,1.0833333333333334e-05,False,False,False
Created,User_38,W_Complete application,Workflow,Workitem_2082048469,schedule,2016-01-04 13:34:14.245000+00:00,Home improvement,New credit,Application_665878125,18000.0,,,,,,,,,8.333333333333333e-07,False,False,False
Obtained,User_100,W_Call incomplete files,Workflow,Workitem_1047753172,start,2016-01-13 11:45:42.487000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,2.7777777777777776e-07,False,False,False
Released,User_75,W_Validate application,Workflow,Workitem_351926481,suspend,2016-01-18 06:59:36.998000+00:00,Home improvement,New credit,Application_1946680177,25000.0,,,,,,,,,0.4730088888888889,False,False,False
statechange,User_24,A_Accepted,Application,ApplState_574589040,complete,2016-01-05 13:21:30.590000+00:00,Home improvement,Limit raise,Application_2070389081,30000.0,,,,,,,,,0.035735555555555555,False,False,False
Created,User_47,W_Complete application,Workflow,Workitem_1579996480,schedule,2016-01-04 10:06:39.726000+00:00,Extra spending limit,Limit raise,Application_895241174,22000.0,,,,,,,,,5.555555555555555e-07,False,False,False
statechange,User_127,O_Returned,Offer,OfferState_1395460238,complete,2016-01-13 11:06:11.381000+00:00,"Other, see explanation",Limit raise,Application_1787371920,23500.0,,,,,,,,Offer_1290421381,0.0465725,False,False,False
statechange,User_17,A_Concept,Application,ApplState_115864376,complete,2016-01-02 15:36:05.507000+00:00,Car,Limit raise,Application_2055987002,15000.0,,,,,,,,,1.7222222222222224e-05,False,False,False
statechange,User_1,A_Concept,Application,ApplState_553134704,complete,2016-01-04 08:38:42.523000+00:00,Existing loan takeover,New credit,Application_167944225,8000.0,,,,,,,,,7.21277611111111,False,False,False
Released,User_102,W_Validate application,Workflow,Workitem_105165863,suspend,2016-01-12 14:18:58.371000+00:00,"Other, see explanation",New credit,Application_1859638703,15000.0,,,,,,,,,0.15873083333333335,False,False,False
Created,User_1,W_Handle leads,Workflow,Workitem_887484731,schedule,2016-01-03 21:22:16.558000+00:00,"Other, see explanation",New credit,Application_1339153511,12000.0,,,,,,,,,0.021857777777777778,False,False,False
Obtained,User_4,W_Call incomplete files,Workflow,Workitem_1804364250,resume,2016-01-22 08:37:00.292000+00:00,Car,New credit,Application_430902047,5000.0,,,,,,,,,0.0044577777777777775,False,False,False
Released,User_75,W_Validate application,Workflow,Workitem_1891435539,suspend,2016-01-19 08:01:04.119000+00:00,Existing loan takeover,New credit,Application_93597308,50000.0,,,,,,,,,0.007830833333333334,False,False,False
statechange,User_8,O_Sent (mail and online),Offer,OfferState_670181187,complete,2016-01-29 09:42:26.452000+00:00,Car,New credit,Application_931862671,6000.0,,,,,,,,Offer_1262676703,81.60383305555555,False,False,False
Released,User_2,W_Call incomplete files,Workflow,Workitem_295025803,suspend,2016-02-02 08:55:32.172000+00:00,Car,Limit raise,Application_37839400,25000.0,,,,,,,,,22.811831666666667,False,False,False
statechange,User_29,A_Incomplete,Application,ApplState_237686182,complete,2016-02-15 13:31:45.660000+00:00,Car,New credit,Application_1825972191,15000.0,,,,,,,,,0.0013638888888888889,False,False,False
Created,User_52,A_Create Application,Application,Application_821425679,complete,2016-01-02 13:18:32.154000+00:00,Car,Limit raise,Application_821425679,15000.0,,,,,,,,,1.111111111111111e-06,False,False,False
Obtained,User_17,W_Call after offers,Workflow,Workitem_533241098,start,2016-01-02 15:41:44.322000+00:00,Car,Limit raise,Application_2055987002,15000.0,,,,,,,,,8.333333333333333e-07,False,False,False
Created,User_1,W_Complete application,Workflow,Workitem_759239141,schedule,2016-01-04 18:26:41.233000+00:00,"Other, see explanation",New credit,Application_1723028098,25000.0,,,,,,,,,1.9444444444444444e-06,False,False,False
statechange,User_89,O_Created,Offer,OfferState_332284806,complete,2016-01-04 09:33:43.362000+00:00,Car,New credit,Application_1699757505,6000.0,,,,,,,,Offer_818647679,0.004444722222222222,False,False,False
statechange,User_90,O_Cancelled,Offer,OfferState_756716011,complete,2016-02-01 08:10:25.241000+00:00,Existing loan takeover,New credit,Application_767475240,15400.0,,,,,,,,Offer_565270328,2.4999999999999998e-06,False,False,False
statechange,User_1,A_Concept,Application,ApplState_1572890772,complete,2016-01-03 08:03:54.820000+00:00,Car,New credit,Application_1405679737,5000.0,,,,,,,,,26.876194444444444,True,True,True
Created,User_1,W_Handle leads,Workflow,Workitem_1274890249,schedule,2016-01-02 12:04:30.272000+00:00,Car,New credit,Application_1699757505,6000.0,,,,,,,,,0.01642,False,False,False
Released,User_16,W_Complete application,Workflow,Workitem_729684040,suspend,2016-01-04 09:27:54.706000+00:00,Existing loan takeover,New credit,Application_1118236712,15000.0,,,,,,,,,54.84479861111111,True,True,True
statechange,User_2,O_Sent (online only),Offer,OfferState_747390192,complete,2016-01-14 10:47:18.595000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,Offer_1551167005,0.0542125,False,False,False
Obtained,User_37,W_Call after offers,Workflow,Workitem_2119704872,start,2016-01-05 19:31:02.305000+00:00,Home improvement,New credit,Application_663648942,15000.0,,,,,,,,,5.555555555555555e-07,False,False,False
statechange,User_10,A_Complete,Application,ApplState_524963866,complete,2016-01-04 17:54:28.091000+00:00,Car,Limit raise,Application_1130151790,27000.0,,,,,,,,,0.01960472222222222,False,False,False
Released,User_3,W_Complete application,Workflow,Workitem_1255275826,suspend,2016-01-05 13:40:50.734000+00:00,Car,New credit,Application_1953406738,5000.0,,,,,,,,,0.034716666666666667,False,False,False
statechange,User_10,O_Sent (mail and online),Offer,OfferState_1915068451,complete,2016-01-04 18:55:41.687000+00:00,Car,New credit,Application_2062932311,10000.0,,,,,,,,Offer_2083931403,6.11111111111111e-06,False,False,False
statechange,User_1,A_Submitted,Application,ApplState_177016815,complete,2016-01-04 12:53:54.061000+00:00,Car,New credit,Application_709929024,5000.0,,,,,,,,,8.305555555555555e-05,False,False,False
Created,User_114,W_Validate application,Workflow,Workitem_968629314,schedule,2016-01-13 09:43:41.650000+00:00,Home improvement,Limit raise,Application_1474017032,15000.0,,,,,,,,,5.555555555555555e-07,False,False,False
Obtained,User_19,W_Complete application,Workflow,Workitem_1786892929,start,2016-01-04 18:27:54.350000+00:00,Car,New credit,Application_1946236735,16000.0,,,,,,,,,5.555555555555555e-07,False,False,False
Obtained,User_71,W_Call after offers,Workflow,Workitem_349017989,resume,2016-01-08 09:22:06.446000+00:00,Home improvement,New credit,Application_58755651,50000.0,,,,,,,,,0.015346111111111112,False,False,False
statechange,User_75,A_Incomplete,Application,ApplState_1843970628,complete,2016-02-15 11:15:07.951000+00:00,Remaining debt home,Limit raise,Application_1374020543,30000.0,,,,,,,,,0.007711666666666667,False,False,False
Released,User_16,W_Complete application,Workflow,Workitem_1924294252,suspend,2016-01-04 09:13:36.721000+00:00,Home improvement,Limit raise,Application_2035768049,15000.0,,,,,,,,,0.09316583333333334,False,False,False
Deleted,User_113,W_Call after offers,Workflow,Workitem_531078883,ate_abort,2016-01-13 16:05:09.270000+00:00,Car,New credit,Application_347136910,15000.0,,,,,,,,,1.6666666666666667e-06,False,False,False
Released,User_24,W_Complete application,Workflow,Workitem_749177163,suspend,2016-01-05 11:42:50.726000+00:00,Existing loan takeover,New credit,Application_421364849,32000.0,,,,,,,,,0.010771944444444445,False,False,False
